dish_id,total_calories,total_mass,total_fat,total_carb,total_protein
dish_1550710507,20.4,60.0,0.42,4.08,0.42
dish_1550779153,37.099998,106.0,0.424,7.42,2.544
dish_1562872396,179.563156,186.0,5.108879,3.96911,28.588114
dish_1559241099,201.346771,382.0,0.93439,51.246647,2.417124
dish_1562602589,365.276001,106.0,28.938,4.452,20.458
dish_1560802853,136.532196,118.0,3.307635,8.76357,16.906691
dish_1562603867,1049.11731,369.0,74.496643,66.269196,32.184002
dish_1551236981,176.550003,107.0,3.852,0.0,33.170002
dish_1550792194,24.48,72.0,0.144,5.76,0.576
dish_1558382263,356.629974,425.0,19.562,23.453999,27.487001
dish_1560367333,291.633301,427.0,13.564784,18.360016,33.176849
dish_1550788398,21.73,53.0,0.106,5.3,0.477
dish_1566416299,44.9995,86.0,2.23385,5.8695,1.5093
dish_1563221602,447.893616,306.0,19.033884,36.09898,33.676075
dish_1551374502,34.34,101.0,0.202,8.08,0.808
dish_1550778401,6.1,61.0,0.0,1.22,0.61
dish_1558114484,151.479996,28.0,11.759999,0.392,10.360001
dish_1563555543,268.380005,280.0,14.559,21.466,13.845
dish_1563305005,1003.948853,720.0,35.681553,23.725708,142.649384
dish_1551314669,26.389999,91.0,0.273,8.190001,1.001
dish_1565383062,362.960022,403.0,18.207001,12.198999,39.654999
dish_1560798815,404.963837,341.0,15.423538,46.987759,22.861877
dish_1563389548,438.828003,194.0,28.906,0.194,43.843998
dish_1551395909,3.06,15.0,0.015,0.585,0.33
dish_1550791884,206.660004,272.0,0.778,47.32,4.515
dish_1558639526,31.98,78.0,0.156,7.8,0.702
dish_1550875347,217.380005,159.0,18.417999,7.188,18.688
dish_1564415365,231.959991,265.0,7.658,16.923,21.26
dish_1562010293,633.833069,404.0,37.303101,13.270199,59.485043
dish_1562686520,346.47998,226.0,23.860001,5.016,26.6
dish_1558380014,92.459999,134.0,0.268,24.120001,0.938
dish_1562613010,90.271996,128.0,0.608,1.696,18.848
dish_1558631932,214.931992,355.0,3.174,49.670998,4.735
dish_1563378435,652.463989,254.0,33.71838,67.997681,18.908112
dish_1563911185,159.809174,133.0,5.896484,7.845087,18.49971
dish_1566244904,334.130554,389.0,18.642048,15.464586,29.36895
dish_1565194906,451.795471,839.0,5.20372,56.647617,42.000122
dish_1560367698,556.721252,295.0,26.010103,33.583664,43.318321
dish_1558379712,687.939026,119.0,58.904999,27.013,26.656
dish_1567612954,148.346344,155.0,3.780488,27.219513,1.512195
dish_1558722968,560.286011,284.0,40.076,42.313999,21.416
dish_1564415172,243.093658,266.0,10.345511,11.417489,23.167805
dish_1561663606,474.503387,347.0,10.804142,40.144989,52.672283
dish_1562949205,80.220001,57.0,5.13,3.768,4.8
dish_1551306798,107.200005,20.0,7.0,10.599999,1.4
dish_1550712315,8.12,29.0,0.116,1.537,0.638
dish_1550773430,90.279999,61.0,6.71,0.976,6.1
dish_1566332268,567.580994,595.0,31.404999,22.379,54.752998
dish_1558116436,91.970001,17.0,7.14,0.238,6.29
dish_1566849387,619.901978,517.0,34.511002,21.535,60.082001
dish_1561481673,496.617004,324.0,27.25,36.400002,25.962002
dish_1558380181,374.936005,313.0,18.373999,32.721001,29.021999
dish_1567625294,51.200001,32.0,4.8,2.88,0.64
dish_1568143527,119.654999,45.0,4.23,15.075001,5.04
dish_1564169644,433.416992,163.0,15.322,54.605,18.256001
dish_1558640941,21.73,53.0,0.106,5.3,0.477
dish_1557936645,11.88,36.0,0.108,2.88,0.252
dish_1550708487,136.679993,34.0,11.22,0.442,8.5
dish_1559844611,55.889999,81.0,0.162,14.580001,0.567
dish_1558028492,20.74,61.0,0.122,4.88,0.488
dish_1551566547,91.330002,88.0,1.678,7.2,12.01
dish_1563395449,214.63649,222.0,6.977337,29.68194,9.570897
dish_1568313640,71.139999,145.0,3.652,8.9,3.152
dish_1561492665,81.950653,93.0,8.595007,4.689008,10.342231
dish_1563555563,398.220001,304.0,24.639,21.802,22.725
dish_1559844272,462.480011,80.0,39.599998,18.16,17.92
dish_1566849269,249.85202,153.0,17.626001,9.452,16.304001
dish_1565194823,386.59552,619.0,4.763721,40.727619,39.960121
dish_1551306561,8.36,38.0,0.114,1.254,1.178
dish_1562008517,401.729523,370.0,11.505786,54.154385,21.236305
dish_1558026684,24.139999,71.0,0.142,5.68,0.568
dish_1562602803,121.742279,120.0,5.278155,10.074251,9.310214
dish_1559842374,345.333008,137.0,26.518002,21.091,13.040001
dish_1563305513,606.251953,228.0,21.431999,76.380005,25.536001
dish_1562872470,286.3815,282.0,8.330789,21.324808,34.486359
dish_1562875898,271.116394,342.0,18.015085,28.964979,23.360405
dish_1551316838,21.5,50.0,0.15,4.5,1.7
dish_1559843052,53.5,130.0,0.39,13.049999,0.963
dish_1564432165,246.028381,160.0,11.339486,29.141865,8.381219
dish_1567007814,73.0,152.0,0.398,17.92,1.109
dish_1551494058,108.099998,94.0,10.058,5.922,0.752
dish_1551492468,299.802002,87.0,23.750999,3.654,16.791
dish_1562617416,200.949997,168.0,8.242,23.620001,9.872
dish_1567110756,111.720001,42.0,4.074,13.860001,4.62
dish_1566242111,58.419998,109.0,4.418,5.211,0.941
dish_1550771938,14.400001,36.0,0.072,3.24,0.72
dish_1550774296,96.480003,18.0,6.3,9.539999,1.26
dish_1559846585,114.972008,201.0,0.201,30.551998,0.804
dish_1551486411,5.74,14.0,0.028,1.4,0.126
dish_1565118782,557.521606,353.0,34.1091,17.046598,43.740959
dish_1559578599,229.97998,193.0,9.825,25.422001,10.045
dish_1558632080,72.148003,68.0,1.632,14.96,2.108
dish_1551392376,61.969997,119.0,1.737,9.758,3.619
dish_1558718906,282.580017,247.0,14.228001,36.890999,9.815001
dish_1564428102,133.219666,107.0,12.706974,4.446124,2.430635
dish_1560526490,141.67276,170.0,8.34413,16.85125,2.338025
dish_1568405405,83.715767,74.0,7.985471,2.599673,1.578183
dish_1551391083,191.339996,282.0,7.175,24.550999,12.249
dish_1560541680,95.052574,77.0,9.032269,3.100251,1.847884
dish_1561147944,42.371025,34.0,3.643008,2.258935,0.820393
dish_1551568156,54.400002,80.0,1.12,9.599999,1.92
dish_1566247003,499.257019,322.0,20.854633,38.104717,39.988472
dish_1561393741,188.830002,165.0,12.956,5.286,12.776
dish_1562703345,154.279999,58.0,5.626,19.140001,6.38
dish_1562945967,358.384003,104.0,28.392,4.368,20.072001
dish_1559239369,130.919998,276.0,0.612,31.919998,3.068
dish_1551135297,25.5,75.0,0.525,5.1,0.525
dish_1562963648,252.588776,247.0,9.243377,33.273422,10.225956
dish_1565022027,178.176575,267.0,2.549122,17.043879,18.578049
dish_1551378684,25.370001,59.0,0.177,5.31,2.006
dish_1562686492,160.0,100.0,10.0,3.0,14.0
dish_1563997418,608.703918,400.0,43.175797,24.548904,34.666901
dish_1560456370,258.382751,186.0,7.644188,14.921614,30.939077
dish_1551318543,17.109999,59.0,0.177,5.31,0.649
dish_1562686664,119.129997,209.0,0.627,29.26,1.463
dish_1551377052,50.490002,51.0,0.153,0.102,12.24
dish_1566851704,461.160156,348.0,18.996983,46.817013,26.711891
dish_1565724552,108.80024,298.0,4.671976,15.722977,4.621049
dish_1551314048,27.84,29.0,0.435,6.09,0.986
dish_1560453294,115.954453,138.0,2.781752,5.698969,16.2197
dish_1566500963,5.75,25.0,0.1,0.9,0.725
dish_1550791302,175.940002,194.0,5.658,22.68,9.922
dish_1563381738,118.062546,96.0,5.041528,15.80815,2.982358
dish_1550860919,91.769997,161.0,0.483,22.540001,1.127
dish_1558110297,29.07,51.0,0.153,7.14,0.357
dish_1562783605,75.599998,270.0,1.08,14.309999,5.94
dish_1562011727,372.352112,182.0,22.290583,5.197382,35.659843
dish_1564415140,199.893661,239.0,7.645512,10.607489,19.387804
dish_1551237231,47.850002,33.0,1.98,0.495,6.93
dish_1566847043,434.877106,483.0,24.615379,15.362316,35.713329
dish_1565884738,228.659988,463.0,0.926,7.036,41.130001
dish_1565726915,196.879501,251.0,12.527685,18.610243,4.369489
dish_1551304741,269.529999,223.0,17.083,19.021999,11.918
dish_1559239256,60.16,128.0,0.128,15.36,1.152
dish_1563824406,474.136047,387.0,28.472,17.138,39.376999
dish_1561737223,503.782013,334.0,32.519001,10.969001,38.809002
dish_1566502271,296.816895,359.0,10.505252,13.685196,37.940281
dish_1564605328,541.238098,349.0,25.873276,57.831768,20.289171
dish_1559332822,540.587341,408.0,28.622438,15.932929,51.690758
dish_1563908957,73.872749,159.0,3.572825,8.02375,4.40885
dish_1562168673,56.354836,73.0,2.270678,8.614903,1.229
dish_1567542986,605.856323,498.0,24.521738,62.959728,34.741642
dish_1551314531,91.120003,17.0,5.95,9.009999,1.19
dish_1568401090,1158.98999,614.0,73.225998,18.445999,108.667999
dish_1551222935,6.56,16.0,0.032,1.6,0.144
dish_1551493005,259.779999,177.0,7.572,6.974999,40.152
dish_1567106646,61.040001,201.0,0.347,13.602001,2.557
dish_1563302391,401.215424,311.0,14.095317,22.372875,45.017166
dish_1560369273,308.951691,221.0,28.424227,10.639672,36.668308
dish_1550874464,36.899998,41.0,5.33,0.0,7.544
dish_1566934085,82.590729,259.0,5.281902,7.442439,4.01239
dish_1558115169,151.479996,28.0,11.759999,0.392,10.360001
dish_1560442374,90.637001,233.0,0.233,21.202999,1.165
dish_1551563853,191.75,164.0,5.444,8.24,27.050001
dish_1560527225,937.789368,503.0,65.745911,31.893578,52.88044
dish_1558628711,129.064499,129.0,0.129,30.573,1.677
dish_1551488415,4.7,10.0,0.01,1.2,0.09
dish_1563565415,303.477142,284.0,18.174141,24.998693,21.371407
dish_1567106668,80.309998,248.0,0.441,18.302002,2.98
dish_1560357297,942.454041,492.0,71.887001,10.706,59.336998
dish_1550710758,350.384033,143.0,24.522001,23.563,13.495001
dish_1559844458,55.889999,81.0,0.162,14.580001,0.567
dish_1560444756,150.779999,418.0,0.588,38.239998,2.26
dish_1558110245,29.07,51.0,0.153,7.14,0.357
dish_1564588820,81.119995,156.0,0.312,1.092,15.6
dish_1563984199,322.679993,670.0,1.278,22.243999,48.598003
dish_1550712654,245.62001,148.0,19.544001,13.5,8.870001
dish_1563913588,180.811996,68.0,6.392,22.780001,7.616
dish_1565728591,388.406616,322.0,15.848898,29.471991,30.975548
dish_1556575700,0.0,86.0,0.0,0.0,0.0
dish_1559849097,495.928009,325.0,29.044003,55.626003,14.261001
dish_1550779282,372.167999,108.0,29.484001,4.536,20.844
dish_1562787745,85.357742,58.0,5.704968,7.984723,1.862764
dish_1563898107,440.69339,424.0,23.117477,34.801258,25.451927
dish_1550713065,345.990021,57.0,30.780001,11.969999,11.400001
dish_1563555126,247.387329,245.0,13.907023,18.072975,12.36761
dish_1563900120,46.896584,49.0,1.195122,8.604878,0.478049
dish_1550777827,89.679993,178.0,0.401,19.720001,3.068
dish_1560874548,41.040001,72.0,0.216,10.08,0.504
dish_1551228296,48.879997,94.0,0.188,13.16,0.282
dish_1563984296,436.337067,871.0,3.53839,44.607613,51.177761
dish_1558721959,11.160001,62.0,0.124,2.418,0.558
dish_1561491154,166.137466,158.0,18.455791,5.614334,18.301338
dish_1563477736,277.047302,234.0,14.928542,15.535334,20.962175
dish_1558639195,238.25,346.0,3.112,56.199997,4.554
dish_1551492023,27.550001,19.0,1.14,0.285,3.99
dish_1560454970,9.900001,55.0,0.11,2.145,0.495
dish_1550773162,224.590012,37.0,19.980001,7.77,7.4
dish_1550793300,157.119995,220.0,0.517,36.419998,2.768
dish_1556575083,27.52,64.0,0.192,5.76,2.176
dish_1562099157,277.531311,207.0,14.06156,19.895029,18.076714
dish_1559581198,236.359985,152.0,15.959999,1.824,19.0
dish_1560800918,70.825645,40.0,3.925041,7.729096,1.983562
dish_1563218201,352.872009,156.0,23.244001,0.156,35.256001
dish_1551381173,69.760002,32.0,0.928,14.4,1.92
dish_1551379162,42.75,75.0,0.225,10.5,0.525
dish_1558722748,51.988998,49.0,1.176,10.78,1.519
dish_1567628193,492.683044,439.0,40.014809,42.993248,41.068039
dish_1566328988,747.747803,398.0,26.880571,66.904915,56.313553
dish_1560441339,280.679993,154.0,18.092001,11.053999,17.479
dish_1563898688,32.549999,93.0,0.372,6.51,2.232
dish_1565021965,92.039993,177.0,0.354,1.239,17.700001
dish_1550861994,14.559999,28.0,0.056,3.92,0.084
dish_1561753021,918.175781,573.0,46.218571,43.13065,81.844078
dish_1565640576,307.28656,267.0,16.090178,11.782665,28.774073
dish_1551134895,119.019997,150.0,1.113,23.689999,5.065
dish_1560543605,485.570892,501.0,27.281401,22.652529,63.553284
dish_1550777124,5.3,53.0,0.0,1.06,0.53
dish_1560961385,249.519989,293.0,11.830999,23.794003,12.781
dish_1565711453,198.320007,134.0,14.74,2.144,13.400001
dish_1564590115,115.805847,121.0,2.951219,21.248781,1.180488
dish_1561577731,274.257721,334.0,13.256033,13.37958,26.309046
dish_1550772617,229.589996,225.0,13.122,15.45,13.708
dish_1551566592,94.049995,57.0,2.052,0.0,17.67
dish_1568044634,413.19339,789.0,4.152878,38.542122,49.524952
dish_1561663914,257.398834,205.0,10.54297,20.362743,21.90077
dish_1550861520,183.955994,126.0,10.012,15.401999,8.137
dish_1564082323,748.861206,518.0,24.989885,22.46674,103.612755
dish_1562613898,120.636047,162.0,6.026607,15.197055,4.350647
dish_1563566626,62.099998,54.0,5.778,3.402,0.432
dish_1567023161,141.699997,134.0,6.124,5.028,16.524
dish_1551490670,51.75,45.0,4.815,2.835,0.36
dish_1558722370,19.75,79.0,0.237,3.95,1.422
dish_1561060613,323.673248,304.0,11.623275,30.939053,25.286839
dish_1561575445,35.458431,123.0,0.886118,6.612745,1.730431
dish_1559060055,26.730001,81.0,0.243,6.48,0.567
dish_1558381840,113.849998,69.0,2.484,0.0,21.389999
dish_1562873416,52.360001,119.0,2.499,5.117,3.808
dish_1558381708,16.43,53.0,0.053,3.71,0.954
dish_1563553780,557.728821,167.0,42.536613,23.808483,25.768
dish_1561661806,183.475952,89.0,8.40041,9.825473,16.235809
dish_1563222800,302.318085,146.0,11.604419,17.928291,30.328045
dish_1568060461,376.762451,304.0,20.058874,13.800014,34.890255
dish_1550792023,27.559999,53.0,0.106,7.42,0.159
dish_1560961202,171.069992,153.0,11.636,5.094,11.576
dish_1561737293,801.822021,636.0,46.077,55.828995,41.927002
dish_1550876619,10.2,30.0,0.21,2.04,0.21
dish_1566590946,405.611877,228.0,20.578852,8.976191,42.341148
dish_1565021220,543.713135,361.0,29.981041,41.561977,27.555956
dish_1551232905,62.099998,45.0,0.945,11.25,2.025
dish_1562701956,6.84,38.0,0.076,1.482,0.342
dish_1563475874,93.029999,251.0,0.401,22.709999,2.23
dish_1563379163,271.044617,146.0,15.833774,20.316792,10.922132
dish_1550861584,35.599998,40.0,0.12,9.2,0.44
dish_1563551360,322.640015,218.0,23.98,3.488,21.800001
dish_1563563289,331.901978,218.0,22.633001,4.912,28.177
dish_1561739160,34.77,61.0,0.183,8.54,0.427
dish_1550862733,68.089996,124.0,0.565,16.658001,0.892
dish_1551124591,21.42,63.0,0.441,4.284,0.441
dish_1562009182,306.229919,274.0,20.686609,10.74478,23.34761
dish_1550792824,159.940002,155.0,5.672,15.639999,10.889999
dish_1562007763,290.70047,298.0,6.343606,47.406929,11.839698
dish_1559845046,313.625977,207.0,18.192999,31.922001,10.976
dish_1563219056,416.869659,258.0,21.949057,21.629845,32.360081
dish_1559846334,126.172005,233.0,0.329,32.792,1.572
dish_1558372948,687.939026,119.0,58.904999,27.013,26.656
dish_1565033220,908.60498,578.0,59.342999,19.202002,76.664001
dish_1562010394,188.610443,116.0,12.935694,3.708065,14.15958
dish_1563395341,143.585999,54.0,5.076,18.09,6.048
dish_1558114609,540.89801,160.0,41.223,14.648001,29.140001
dish_1561405332,18.549999,53.0,0.212,3.71,1.272
dish_1566415558,169.100739,234.0,14.586706,12.861994,14.924493
dish_1558629578,22.5,90.0,0.27,4.5,1.62
dish_1559593722,140.562927,106.0,12.200334,6.836887,2.779168
dish_1561480439,155.161987,189.0,4.895,24.115999,5.747
dish_1562702355,68.882935,99.0,5.822042,3.473425,1.640872
dish_1551390429,61.0,100.0,0.5,15.000001,1.1
dish_1563220171,465.47464,363.0,13.715989,34.069401,50.018417
dish_1550711385,302.820007,335.0,11.537999,36.132,14.016001
dish_1551392958,76.599998,85.0,0.681,14.97,4.324
dish_1551566047,37.5,75.0,0.075,9.75,0.375
dish_1568314951,496.129456,325.0,30.264463,18.69434,38.371338
dish_1563221025,245.445801,123.0,12.988835,4.359616,25.94677
dish_1559674781,81.660004,203.0,0.229,20.610001,1.067
dish_1563827162,319.539948,354.0,9.728971,34.357613,25.044996
dish_1560798707,298.022003,139.0,10.275999,38.349998,12.840001
dish_1568315177,637.806702,497.0,36.816135,34.708759,45.134315
dish_1558031675,248.882004,180.0,11.228,25.952,11.348
dish_1566244863,56.870998,261.0,0.573,10.725,4.884
dish_1558116001,569.807007,223.0,39.426998,27.921001,28.353001
dish_1551233007,107.599998,205.0,1.393,20.700001,4.993
dish_1560369102,69.738571,121.0,5.188934,4.877475,2.574234
dish_1558724932,416.231995,72.0,35.639999,16.344,16.128
dish_1565638550,277.656799,215.0,12.71771,10.055079,30.124464
dish_1561741174,245.839996,113.0,18.629999,1.768,16.700001
dish_1560367676,430.621216,198.0,25.719105,6.42366,40.699318
dish_1551390087,122.332001,157.0,4.005,15.126999,8.313999
dish_1551490399,165.408005,48.0,13.104,2.016,9.264
dish_1560356566,676.799988,213.0,51.949997,3.224,46.139999
dish_1558640563,4.14,23.0,0.046,0.897,0.207
dish_1550876748,30.4,19.0,2.85,1.71,0.38
dish_1550777418,169.960007,28.0,15.120001,5.88,5.6
dish_1562688482,193.459991,169.0,8.417999,19.77,10.864
dish_1562875241,479.689514,275.0,16.303005,37.119999,44.287632
dish_1563563240,48.299999,42.0,4.494,2.646,0.336
dish_1551306375,209.309982,106.0,8.570999,23.296001,9.622001
dish_1551564176,40.150002,55.0,2.64,1.045,4.4
dish_1565711270,31.620001,93.0,0.186,7.44,0.744
dish_1565378680,92.418648,81.0,2.752427,15.020389,3.302913
dish_1565972429,468.493896,831.0,4.998146,38.314857,59.02866
dish_1558719145,547.072998,416.0,36.821003,48.143997,18.493002
dish_1561578676,212.034836,224.0,10.345771,13.637113,16.441778
dish_1551323073,241.319992,198.0,10.554,23.33,12.352
dish_1551323262,42.0,84.0,0.084,10.92,0.42
dish_1551567471,71.050003,49.0,2.94,0.735,10.29
dish_1560366410,58.741066,96.0,4.515482,3.791994,2.187943
dish_1565637504,28.0,56.0,0.056,7.28,0.28
dish_1559667994,445.299988,213.0,25.459999,35.803001,18.3964
dish_1567613019,376.526337,645.0,4.760488,38.998512,39.138195
dish_1551304155,155.600006,180.0,0.512,24.039999,14.559999
dish_1551224447,83.699997,93.0,12.089999,0.0,17.112
dish_1551566499,56.099998,34.0,1.224,0.0,10.54
dish_1562777037,215.273514,171.0,15.01899,5.570336,14.505756
dish_1558640849,105.23999,238.0,0.534,27.059999,1.74
dish_1550861074,124.599998,140.0,0.42,32.200001,1.54
dish_1562603895,1268.157349,517.0,90.776642,68.637192,46.984001
dish_1558457468,23.800001,70.0,0.14,5.6,0.56
dish_1558630038,12.75,51.0,0.153,2.55,0.918
dish_1564170836,240.164917,135.0,12.184845,5.314849,25.070414
dish_1566230300,401.849976,662.0,4.155,35.613998,47.939003
dish_1564774805,621.091003,353.0,41.685188,15.256662,44.937073
dish_1562871537,685.772949,554.0,30.779623,53.014832,50.176342
dish_1560527105,92.725296,104.0,3.845912,12.959577,2.126438
dish_1564590288,464.855835,848.0,4.442219,57.084778,44.839493
dish_1562008394,2.4,24.0,0.0,0.48,0.24
dish_1560445004,339.5979,290.0,21.015444,24.439625,14.747491
dish_1551395580,61.099998,47.0,0.141,13.16,1.269
dish_1562875940,386.66684,418.0,23.183083,52.980984,26.294006
dish_1563207406,372.070038,443.0,14.062,46.752998,15.986001
dish_1560975346,326.338562,224.0,14.924776,4.475055,41.01273
dish_1559674074,140.980011,53.0,5.141,17.49,5.83
dish_1562873264,503.60022,595.0,35.514572,66.933792,33.333626
dish_1551227669,81.310005,243.0,0.701,16.920002,5.846
dish_1560527745,87.761002,149.0,0.596,5.364,14.900001
dish_1565195436,340.958527,164.0,20.772194,19.309807,18.284878
dish_1551322934,7.48,34.0,0.102,1.122,1.054
dish_1550705669,148.050003,191.0,2.703,8.34,22.830002
dish_1566844803,249.819977,227.0,11.004,27.212,12.808001
dish_1560456794,205.283386,188.0,23.160921,7.713231,24.065845
dish_1563563378,385.441956,351.0,22.842001,17.222,29.950001
dish_1563479625,202.649231,214.0,9.457832,15.650263,15.189233
dish_1562871363,245.872986,140.0,4.697,41.785004,7.775
dish_1550711598,22.75,91.0,0.273,4.55,1.638
dish_1566850142,464.951172,284.0,31.75317,9.052546,35.226067
dish_1550788505,165.189987,272.0,9.641999,26.720001,14.0
dish_1562775356,177.600006,120.0,13.2,1.92,12.0
dish_1551375480,99.169998,176.0,0.451,14.42,10.649
dish_1564086709,393.270325,307.0,14.645413,53.99876,15.606251
dish_1557937758,106.782997,128.0,2.262,18.932001,3.53
dish_1566316558,490.288025,263.0,40.265041,5.577225,25.660692
dish_1551494095,115.5,70.0,2.52,0.0,21.700001
dish_1550785481,107.099998,119.0,15.469999,0.0,21.896
dish_1550861835,251.519989,277.0,10.964,30.615997,10.466
dish_1563295016,127.879997,79.0,7.621,8.182,6.965
dish_1551565945,97.769997,178.0,4.593,17.257,1.676
dish_1558110478,205.438995,161.0,6.801,27.931999,8.301001
dish_1568320383,437.124115,196.0,18.984426,37.518093,26.864243
dish_1558639306,40.59,99.0,0.198,9.900001,0.891
dish_1551381050,217.880005,102.0,8.707001,27.549,9.472
dish_1566931116,35.5,142.0,0.426,7.1,2.556
dish_1561061123,399.430664,357.0,20.405451,26.884327,31.093739
dish_1550707110,645.002014,334.0,43.278999,26.605999,35.141003
dish_1558376938,51.060001,74.0,0.148,13.320001,0.518
dish_1563468362,411.686035,598.0,9.998622,58.30032,23.599888
dish_1560543583,254.657333,350.0,22.387531,18.003635,24.094866
dish_1566230258,357.959961,585.0,3.924,24.834,47.400002
dish_1567542843,471.296509,216.0,19.758106,42.703159,28.489662
dish_1565981848,147.410431,198.0,11.091943,8.199256,15.093219
dish_1566849955,147.169998,288.0,7.563,20.534,2.621
dish_1558373008,251.558014,73.0,19.929001,3.066,14.089001
dish_1561577598,813.452026,393.0,46.151894,26.876921,67.191734
dish_1566838351,190.009995,417.0,0.822,48.034,2.49
dish_1563565761,88.662773,159.0,7.853437,5.880221,11.434039
dish_1561662022,159.686279,166.0,11.945532,12.441322,2.925065
dish_1565117990,582.0,380.0,12.681999,31.670002,80.834999
dish_1558460138,10.08,56.0,0.112,2.184,0.504
dish_1563479596,104.373558,151.0,5.351235,12.756775,3.778007
dish_1562874203,362.521729,332.0,40.901203,13.621237,42.49926
dish_1564675157,208.928787,284.0,4.172829,42.405174,2.354732
dish_1561580552,22.25,89.0,0.267,4.45,1.602
dish_1561737248,699.382019,394.0,45.718998,30.168999,40.369003
dish_1551226892,67.580002,31.0,0.899,13.95,1.86
dish_1568666303,443.199982,560.0,8.483999,19.77,72.892006
dish_1558638924,6.25,25.0,0.075,1.25,0.45
dish_1561494001,162.687851,216.0,13.844637,7.95715,3.520412
dish_1566502000,63.008781,184.0,4.846829,3.949269,2.692683
dish_1562010130,638.187561,376.0,37.53344,28.654207,47.262806
dish_1562097001,529.879639,418.0,41.238701,40.368938,46.891212
dish_1551224833,151.149994,330.0,0.615,39.450001,2.434
dish_1550706766,279.899994,323.0,5.703,6.15,49.262001
dish_1558640477,59.416,56.0,1.344,12.32,1.736
dish_1561061593,42.458584,52.0,1.65987,4.35921,3.223788
dish_1563302420,435.626282,381.0,14.9235,29.277687,45.639103
dish_1557863012,3.1,31.0,0.0,0.62,0.31
dish_1551125436,53.400002,142.0,0.72,10.872,2.868
dish_1565382803,359.408569,177.0,15.261753,43.129684,13.366736
dish_1564516760,442.728943,329.0,19.221478,11.774262,52.757278
dish_1565895879,96.681755,231.0,3.165525,15.13875,5.10345
dish_1568318316,525.419983,297.0,35.039997,6.095,48.029999
dish_1559242155,116.116005,203.0,0.203,30.855999,0.812
dish_1567023335,138.336395,117.0,12.019873,5.832454,3.287284
dish_1550778694,160.119995,164.0,3.792,29.779999,2.936
dish_1551567937,14.0,56.0,0.168,2.8,1.008
dish_1563566909,222.530014,187.0,0.748,46.75,9.35
dish_1558637932,248.286987,393.0,2.309,60.889999,4.282
dish_1550796973,45.239998,87.0,0.174,12.18,0.261
dish_1563294522,250.965668,400.0,4.807397,53.672115,2.934019
dish_1557937157,355.25,271.0,22.122999,14.700001,24.341999
dish_1565727791,121.074005,99.0,6.6,6.161,10.278
dish_1561753477,432.267029,280.0,24.355024,18.788651,34.092751
dish_1564675060,23.1,77.0,0.154,5.852,0.462
dish_1551378762,55.630001,153.0,0.352,12.295,2.976
dish_1550777860,89.679993,178.0,0.401,19.720001,3.068
dish_1558030289,38.52,107.0,0.107,9.63,0.535
dish_1551567170,244.298004,108.0,20.165001,13.473,8.39
dish_1566416339,77.979889,186.0,3.410321,11.653813,2.489692
dish_1560441511,51.919998,123.0,0.296,12.7,0.864
dish_1551390006,58.400002,80.0,3.84,1.52,6.4
dish_1558640604,60.839996,117.0,0.234,16.379999,0.351
dish_1559667973,334.460022,179.0,17.98,24.923002,17.5124
dish_1567110811,537.987976,282.0,31.243414,21.507914,39.921242
dish_1551487735,4.08,20.0,0.02,0.78,0.44
dish_1551224928,67.079994,129.0,0.258,18.059999,0.387
dish_1563568118,139.833847,134.0,16.134104,4.55647,18.415512
dish_1562097653,116.16552,102.0,5.921285,14.058498,3.374529
dish_1551393161,484.329987,190.0,34.821003,31.131001,18.821001
dish_1560367153,117.181976,254.0,6.299616,13.828617,10.151685
dish_1550776854,64.32,12.0,4.2,6.36,0.84
dish_1563220058,146.639999,52.0,6.24,16.639999,6.24
dish_1558632799,20.159,19.0,0.456,4.18,0.589
dish_1551396309,273.899994,77.0,20.150999,18.945,8.97
dish_1563305083,1234.856323,901.0,56.759739,32.056351,147.491821
dish_1565034234,43.75,175.0,0.525,8.75,3.15
dish_1564083508,276.261993,225.0,18.447001,6.015,22.819998
dish_1551305257,128.740005,193.0,2.452,23.900999,5.175
dish_1567629081,239.309998,90.0,8.46,30.150002,10.08
dish_1563391453,239.656799,307.0,14.443798,9.727267,26.858393
dish_1558373405,13.6,40.0,0.08,3.2,0.32
dish_1551395022,70.949997,43.0,1.548,0.0,13.33
dish_1562702007,24.784069,100.0,0.871068,3.561408,0.892431
dish_1563811611,195.360001,132.0,14.52,2.112,13.2
dish_1566414924,247.482193,227.0,17.619051,20.417046,4.710957
dish_1567801830,265.072388,201.0,11.296759,27.443153,13.996019
dish_1551391197,39.599998,40.0,0.12,0.08,9.599999
dish_1563568025,244.986359,247.0,16.967199,28.967131,19.446245
dish_1561575068,421.936707,436.0,17.683113,16.640642,49.57029
dish_1551138312,138.938004,180.0,1.692,27.547001,4.559
dish_1557861795,13.64,31.0,0.651,1.333,0.992
dish_1563389153,346.454468,224.0,5.393479,69.070702,11.697627
dish_1563216412,172.449982,205.0,0.714,36.610001,5.238
dish_1561666923,539.63855,425.0,22.059612,55.690098,34.942749
dish_1565724235,256.22879,209.0,8.484778,8.118172,36.216827
dish_1551492790,103.279999,194.0,6.483,8.936001,5.644
dish_1565897680,770.448853,405.0,63.736893,16.571018,37.93084
dish_1565383128,600.278931,456.0,39.396999,14.009,50.022999
dish_1551488197,69.870003,77.0,2.458,3.28,9.010999
dish_1559233445,24.5,49.0,0.049,6.37,0.245
dish_1550769882,200.12999,192.0,9.096,19.914,9.93
dish_1550789705,225.0,90.0,13.500001,0.0,23.4
